imdb_id,new_budget,vote_count,vote_average,new_popularity,new_revenue,new_runtime,new_release_date,genres1,genres2,genres3,company1,company2,company3
tt0102426,20000000,1172,5.6,12.816,45056771,80,6/15/2017,Adventure,Comedy,Romance,Tim Burton Productions,Abraham Productions,Location Gourmet
tt0133046,15000000,365,7,7.7,33771174,114,4/27/2000,Drama,Drama,Comedy,Lee Daniels Entertainment,Pam Williams Productions,Windy Hill Pictures
tt3530002,40000000,1022,5.9,8.4,90029656,115,6/4/2010,Adventure,Drama,History,Grosvenor Park Productions,"Bedford Falls Company, The",Defiance Productions
tt0202677,8500000,187,6.4,9.714,19125401,129,9/8/2000,Romance,Drama,Action,Meno Films,Fine Line Features,Scottish Screen
tt2717860,900000,501,7.1,8.42,2023414,101,10/18/1985,Thriller,Comedy,Drama,Crown International Pictures,Marimark Productions,Grade A Entertainment
tt0415306,72500000,838,6.3,10.515,162966177,107,8/4/2006,Western,Drama,Adventure,Kalima Productions GmbH & Co. KG,NDE Productions,Silver Pictures
tt0111257,3005000,32,7.2,2.96,6746000,124,5/8/1952,Romance,Family,Comedy,Kernos Filmproduktionsgesellschaft & Company,Artists Entertainment Complex,Warner Bros. Pictures
tt0099578,10000000,23,5.5,1.937,22424195,100,4/6/1990,Romance,Action,Adventure,Max Stronghold Productions Inc.,Walt Disney Pictures,Gunn Films
tt0119468,27000000,632,6.4,10.54,60527873,115,9/29/1997,Fantasy,Thriller,Adventure,Cecchi Gori Group Tiger Cinematografica,Canal+,Round Films
tt0960144,90000000,2017,5.5,14.933,201596308,99,6/5/2008,Comedy,Family,Thriller,Sunflower Productions,Sarah Green Film,First Foot Films
tt1758692,117000000,2571,6,14.325,261930431,95,6/15/2010,Comedy,Crime,Drama,Lantia Cinema & Audiovisivi,Fine Line Features,Zentropa Entertainments
tt1155056,41000000,924,6.5,8.916,91636986,98,3/20/2009,Drama,Romance,Drama,Alfred J. Hitchcock Productions,Martin Poll Productions,The Production Company
tt0108258,150000000,4176,6.2,12.729,335154643,103,5/19/2010,Comedy,Crime,Thriller,Wayans Bros. Entertainment,IM Global,Hamilton-Mehta Productions
tt0150433,52000000,2559,8,12.923,116112375,120,11/22/1995,Romance,Comedy,Drama,Excel Entertainment,Ecosse Films,Le Pacte
tt0415003,1300000,13,4.9,3.804,2900000,162,7/9/2004,Drama,Romance,War,Pathé Pictures International,Cannon Group,Metro-Goldwyn-Mayer
tt4901756,1000000,34,5.4,1.998,2228115,90,9/10/2015,Science Fiction,Drama,Mystery,Lightstream Entertainment,Screen Australia,Walk The Walk Entertainment
tt1144884,50000000,2406,6.5,14.608,111340801,124,1/12/2006,Mystery,Thriller,Drama,Gerber Pictures,Warner Bros. Pictures,AVCO Embassy Pictures
tt0421239,26000000,918,6.3,7.098,57891803,85,8/4/2005,Horror,Thriller,Thriller,TPS Star,EuropaCorp,Current Entertainment
tt0455537,40600000,1567,7.1,10.1,90400000,110,6/7/1983,Adventure,Action,Fantasy,BBC Films,Astral Media,Corus Entertainment
tt0421715,150000000,6927,7.5,16.651,333932083,166,12/25/2008,Action,Thriller,Crime,Italo/Judeo Productions,Bill/Phillips,Columbia Pictures
tt0367594,80000000,1303,5.5,9.888,177977226,185,11/26/1997,Fantasy,Drama,Comedy,Deutscher Filmförderfonds (DFFF),Cannon Group,London-Cannon Films
tt1229340,130000000,4934,5.5,19.249,289047763,91,6/13/2007,Adventure,Comedy,Crime,Good Universe,Laurence Mark Productions,Outlaw Sinema
tt1854564,90000000,3217,5.9,13.134,199850315,125,8/7/2013,Romance,Crime,Drama,Caramel Films,Salman Khan Films,Incentive Filmed Entertainment
tt0119223,25000000,254,6.6,8.564,55494066,111,1/19/1998,Drama,Thriller,Adventure,Les Films Alain Sarde,Las Producciones del Escorpion,Lucky Red
tt0409182,3500000,326,5.9,15.664,7766240,151,11/9/2007,Romance,Drama,Drama,Columbia Pictures,Sony Pictures,Team Todd
tt0107207,55000000,416,6.1,13.425,121969216,84,3/15/1996,Romance,Fantasy,Music,Narrow Bridge Films,Troublemaker Studios,Norman Twain Productions
tt0825232,50000000,566,5.2,12.352,110803676,89,8/5/2005,Adventure,History,War,Summit Entertainment,Touchstone Pictures,AVCO Embassy Pictures
tt1638364,2500000,1846,7.9,11.373,5535405,113,1/27/1995,Crime,Mystery,Thriller,Walt Disney Pictures,Tim Burton Productions,20th Century Fox
tt2490326,70000000,2280,5.9,12.339,154984035,96,1/24/2014,Comedy,Romance,Thriller,Kadokawa Shoten Publishing,Dune Entertainment,Phoenix Pictures
tt1212436,35000000,842,6,8.028,77477008,75,4/23/2010,Drama,Action,Crime,Radius Productions,Studio Khara,Exclusive Media
tt0443489,70000000,523,6.7,7.787,154937680,101,12/25/2006,Comedy,Crime,Drama,Sorolla Films,Novo RPI,uFilm
tt1706620,39200000,4951,6.8,16.961,86758912,127,8/1/2013,Thriller,Crime,Mystery,Nuyorican Productions,Universal Pictures,Magnum Motion Pictures Inc..
tt2034800,150000000,2861,5.8,17.206,331957105,116,12/16/2016,Animation,Adventure,Action,Universal Pictures,Brillstein-Grey Entertainment,Robert Simonds Productions
tt0122933,80000000,889,6.4,8.876,176885658,119,3/5/1999,Comedy,Romance,Drama,Summit Entertainment,Scott Free Productions,Worldview Entertainment
tt1584016,65000000,1361,6.3,10.493,143695338,70,8/10/2016,Romance,Adventure,Fantasy,Samson Films,Slipstream,Jeepers Creepers II
tt0988047,160000000,8475,7.2,1.061,353624124,132,6/1/2011,Drama,Music,Romance,A Band Apart,Zehnte Babelsberg Film,Visiona Romantica
tt0267287,70000000,812,7.2,11.573,154648887,94,12/8/2004,Family,Animation,Adventure,Rook Films,Protagonist Pictures,Film4 Productions
tt0112864,47000000,430,6.1,6.912,103738726,96,4/5/1990,Drama,Thriller,Mystery,Wonderland Sound and Vision,EuropaCorp,Relativity Media
tt1211956,6000000,645,6.6,7.583,13231461,115,9/7/2012,Drama,Thriller,Drama,Lions Gate Films,Edward R. Pressman Film,Rainforest Entertainment
tt0407304,50000000,2334,7.2,13.566,110206216,140,9/22/2011,Drama,Romance,Action,Cinema West Films,Big Screen Productions,Freestyle Releasing
tt0411477,15000000,2190,6.8,10.332,33035736,119,9/7/2012,Comedy,Music,Documentary,Studio Ghibli,Hakuhodo DY Media Partners,Mitsubishi
tt0373926,3500000,43,3.9,3.233,7700000,90,4/18/2008,Fantasy,Comedy,Drama,Notro Films,PROCIREP,Angoa-Agicoa
tt2893490,3000000,10,6.4,1.491,6600000,86,5/15/2009,Drama,Romance,Drama,Revolution Studios,Walden Media,Beacon Pictures
tt1699745,11180,17,5.5,2.447,24591,135,9/5/2012,Comedy,Drama,Drama,Northwood Productions,Serenade Films,Vox3 Films
tt0057163,20000000,417,6.8,10.579,43967255,103,6/26/2015,Drama,Romance,Adventure,Suntaur Entertainment Company,Miramax,Globo Filmes
tt3616916,5904067,597,6.5,9.573,12975143,104,8/28/2015,Mystery,Thriller,Science Fiction,Les Films Alain Sarde,Bavaria Film,ZDF
tt0186151,31000000,823,7.1,8.399,68106245,83,4/28/2000,Thriller,Drama,Action,Metro-Goldwyn-Mayer,Deutscher Filmförderfonds (DFFF),Davis Entertainment
tt0066473,14000000,264,4.5,6.128,30749142,96,6/17/1977,War,Thriller,War,Big Picture Media Corporation,Geffen Pictures,Silver Pictures
tt3495026,12750000,123,6.3,7.45,28000000,116,4/14/2016,Music,Drama,Romance,Gato Negro Films,Warner Bros. Pictures,WingNut Films
tt0120177,40000000,584,5.2,11.021,87840042,96,7/31/1997,Comedy,Adventure,Family,Universal Pictures,Morena Films,Ad Hoc Productions
tt3606752,175000000,2744,6.7,17.378,383925276,102,6/15/2017,Horror,Science Fiction,Science Fiction,Overbrook Entertainment,Allied Filmmakers,Topcraft
tt1562899,46000000,400,6.3,9.252,100860818,117,7/4/1996,Drama,Drama,Comedy,Imagine Entertainment,Malpaso Productions,Wintergreen Productions
tt1764625,10500000,274,5.8,10.07,23000000,90,8/10/2012,Comedy,Drama,Action,Imagine Entertainment,DreamWorks Pictures,Film It Suda
tt0159365,79000000,939,6.9,11.553,173013509,99,12/24/2003,Drama,Thriller,Comedy,DreamWorks Animation,O Entertainment,Morgan Creek Productions
tt0762107,85000000,1190,5.9,11.575,186072214,115,7/12/2007,Comedy,Drama,Comedy,Universal Pictures,The Pokémon Company,Metro-Goldwyn-Mayer
tt2363213,50000000,3017,7.6,15.199,109423648,78,9/12/1997,Drama,Thriller,Drama,Flashpoint Entertainment,Dune Entertainment,Ingenious Media
tt0115798,47000000,1126,5.8,8.593,102825796,120,6/10/1996,Thriller,Drama,Romance,Orion Pictures,Hemdale Film,Dimension Films
tt1530975,640000,5,7.3,1.72,1400000,129,10/6/2014,Adventure,Family,Drama,Universal Pictures,Telecinco Cinema,Rodar y Rodar
tt0376994,210000000,6064,6.4,1.04,459359555,103,5/24/2006,Horror,Action,Science Fiction,Warner Bros. Animation,Warner Premiere,DC Comics
tt2179136,18000000,217,5.8,10.013,39321715,88,3/27/1987,Drama,Romance,Comedy,Centre du Cinéma et de l'Audiovisuel de la Communauté Française de Belgique,Wallimage,Archipel 33
tt0101898,8000000,278,6.4,6.63,17460020,104,1/16/1998,Comedy,Crime,Comedy,Onyx Films,OddLot Entertainment,Tollin/Robbins Productions
tt0844708,15000000,831,6.4,10.392,32721635,90,3/13/2009,Adventure,Mystery,Fantasy,Bel Air Entertainment,Maysville Pictures,Robert Lawrence Productions
tt0892782,175000000,2691,6.1,15.874,381509870,94,3/19/2009,Comedy,Drama,Romance,Summit Entertainment,Newmarket Capital Group,Regency Enterprises
tt0250310,11000000,73,4.2,5.695,23978402,94,10/12/2001,Comedy,Drama,Romance,<U+041B><U+0435><U+043E><U+043F><U+043E><U+043B><U+0438><U+0441>,<U+041A><U+0432><U+0430><U+0440><U+0442><U+0430><U+043B>-95,Wildwood Enterprises
tt0765120,10000000,353,6.4,5.545,21786738,98,11/28/2007,Family,Animation,Fantasy,Universum Film (UFA),Black Bear Pictures,Camp Grey
tt1232783,12500000,297,5.4,9.889,27206120,90,9/9/2009,Drama,Mystery,Animation,Film4 Productions,Oil Factory,Jerry Lewis Productions
tt0181852,200000000,3668,6,17.978,435000000,147,7/2/2003,Horror,Mystery,Thriller,A Band Apart,Lawrence Bender Productions,Mighty Mighty Afrodite Productions
tt0881200,16000000,51,7.1,3.218,34786960,97,10/9/2007,Thriller,Drama,Family,Alliance,Astral Media,Buffalo Gal Pictures
tt0151150,6900000,29,5.9,4.183,15000000,133,6/9/2000,Fantasy,Action,Science Fiction,Zeta Zinema,Atresmedia Cine,Atípica Films
tt0304669,17500000,1473,7.7,8.804,38000000,103,9/11/2004,Family,Fantasy,Drama,Pacific Western,Allied Filmmakers,Columbia Pictures
tt0066808,28000000,2455,6.1,9.362,60780981,92,9/28/2001,War,Crime,Thriller,Creative England,British Film Institute,Film4 Productions
tt2402157,15000000,873,6,18.563,32556119,105,8/27/2014,Family,Animation,Comedy,Intermedia Films,West Eleven Films,New Line Cinema
tt1650554,28000000,3905,6.4,15.344,60700000,117,7/17/2013,Drama,History,Horror,Participant Media,Universal Pictures,TriStar Pictures
tt2059255,7000000,21,6.7,5.53,15172408,90,2/4/2010,Drama,Romance,Comedy,Produzioni De Sica,Outlaw Productions (I),Universal Pictures
tt0179116,1200000,228,6.9,6.322,2600000,91,12/9/1999,Crime,Horror,Action,Bad Robot,House & Moorhouse Films,Film Victoria
tt0116705,60000000,1232,5.7,9.655,129832389,95,11/15/1996,Animation,Horror,Comedy,Panorama Studios,Warner Bros. Pictures,Pontchartrain Productions
tt0435623,450000,67,6.2,4.661,973525,96,6/7/2006,Science Fiction,Mystery,Thriller,20th Century Fox,Touchstone Pictures,Silver Screen Partners IV
tt1447508,10000000,239,5.8,10.127,21633874,120,12/6/1990,Family,Mystery,Thriller,Silent Night Releasing Corporation,Louverture Films,ARTE France Cinéma
tt0096101,10000000,273,5.9,10.939,21630088,153,7/6/1988,Comedy,Family,Thriller,Tig Productions,Majestic Films International,Newcomm
tt0456020,61000000,2423,6.5,14.075,131940411,91,8/2/2013,Drama,Comedy,Drama,Erste MMC-Production,National Lottery through UK Film Council,Centre National de la Cinématographie
tt1458169,6000000,44,5.4,5.92,12974636,97,11/19/1993,Crime,Fantasy,Action,Hope Productions,Film Fireworks Production,Summit Entertainment
tt0446029,85000000,742,5.4,8.877,183611771,134,10/7/2000,Fantasy,Drama,Thriller,West Eagle,Columbia Pictures,Davis-Films
tt1899353,120000000,1705,5.4,14.806,259175788,94,6/27/2003,Action,Comedy,Crime,The Image Organization,Sony Pictures,Darius Films
tt0125664,10000000,1618,7,9.114,21587700,88,5/1/2013,Crime,Drama,Thriller,Marubeni,Tele München Fernseh Produktionsgesellschaft (TMG),Lions Gate Films
tt1135084,32000000,626,6.2,9.938,69055695,123,8/26/2010,Mystery,Animation,Fantasy,Telefilm Wien,Westdeutscher Rundfunk,Rai Cinema
tt0091778,19000000,283,5.8,8.977,40996665,90,5/23/1986,Drama,Thriller,Crime,Coco,Dante Entertainment,ETIC Films
tt2005151,40000000,2481,6.8,14.091,86234523,80,8/17/2016,Comedy,Family,Comedy,Universal Pictures,David Merrick Productions,Paramount
tt2567712,7400000,1690,7.1,10.206,15946321,78,5/26/2011,Horror,Thriller,Horror,Universal Pictures,Relativity Media,Monolith Pictures (III)
tt0479884,30000000,756,4.9,9.678,64626786,101,12/22/2011,Fantasy,Drama,Comedy,Dog Eat Dog Productions,Tapestry Films,Touchstone Pictures
tt1440728,35000000,815,7.5,8.236,75395048,131,1/23/2002,Comedy,Romance,Drama,Ingenious Media,Fox 2000 Pictures,Deuce Three Productions
tt0029453,4800000,1430,5.8,8.504,10337387,110,5/22/2013,Adventure,Comedy,Action,British Screen Productions,PolyGram Audiovisuel,Opening Night Productions
tt1667353,85000000,2183,5.8,22.09,183018522,106,3/15/2012,Drama,Family,Crime,Valhalla Motion Pictures,SGF Entertainment,Muse Entertainment
tt0109508,60000000,1150,5.9,10.508,129181830,94,12/21/2005,Thriller,Science Fiction,Documentary,Left Bank Pictures,Coficup,Backup Media
tt0080756,79000,20,6.8,2.679,170000,102,10/19/2013,Documentary,Music,Comedy,Don Simpson/Jerry Bruckheimer Films,Hollywood Pictures,Via Rosa Productions
tt1211837,13500000,260,7.1,6.684,29027914,107,9/2/2002,Romance,Comedy,Family,40 Acres & A Mule Filmworks,Vertigo Entertainment,Good Universe
tt3099498,10000000,61,5.7,6.688,21500000,106,12/31/2009,Family,Comedy,Comedy,Tequila Gang,Sogepaq,El Deseo
tt2883512,35000000,1881,6.9,9.5,75225693,117,12/19/2008,Drama,Romance,Comedy,Bazmark Films,20th Century Fox,Jigsaw Productions
tt0095593,10000000,121,5.8,10.149,21486757,75,8/19/1988,Animation,Comedy,Family,1984 Private Defense Contractors,Annapurna Pictures,Inferno Entertainment
tt3863552,30000000,1662,6.3,9.635,64352607,128,10/1/2009,Action,Crime,Comedy,CN5 Productions,France 3 Cinéma,Blumhouse Productions
tt1210042,17000000,468,6.4,13.094,36440201,157,1/16/2009,Thriller,War,Western,Creative Scotland,Silver Reel,JW Films
tt1747958,1050255,9,3.7,1.922,2250547,121,8/20/2015,Horror,Science Fiction,Comedy,Village Roadshow Pictures,DiNovi Pictures,Warner Bros. Pictures
tt0046250,1400000,1136,8,20.82,3000000,202,5/29/1954,Comedy,Crime,Drama,Quickfire Films,Diamond Docs,SkyFish Films
tt0397101,43000000,1062,6.5,10.932,91974818,104,7/29/2005,Action,Crime,Drama,Brick Dust Productions LLC,Metro-Goldwyn-Mayer,Elle Driver
tt0070608,15000000,2444,7.2,13.652,32056467,72,11/8/1973,Fantasy,Comedy,Adventure,Cowboy Films,DNA Films,Scottish Screen
tt0105128,8000000,205,5.2,10.152,17092453,122,8/28/1992,Science Fiction,Adventure,Comedy,JA Entertainment,Rising Sun Films,Pixar
tt0293124,40000000,1574,7.1,11.223,85412898,119,3/17/2011,Comedy,Drama,Documentary,France 2 (FR2),Radio Télévision Belge Francophone,France Télévisions
tt0100594,60000000,597,6.4,10.275,128038368,102,6/5/1998,Thriller,Drama,Fantasy,Marvel Animation,Paramount,Screen Gems
tt2799166,6500000,531,4.8,10.857,13865435,108,12/4/2014,Drama,Drama,Family,The Saul Zaentz Company,Universal Pictures,360 Pictures
tt0120907,2745000,12,7.3,1.477,5850000,101,8/5/2010,Comedy,Romance,Drama,Scott Free Productions,Relativity Media,Village Roadshow Pictures
tt1823672,49000000,5112,6.7,21,104399548,98,3/4/2015,Horror,Thriller,Family,Screen Gems,Constantin Film,Davis Films
tt0120681,35000000,1475,6.6,11.556,74558115,110,10/19/2001,Comedy,Science Fiction,Comedy,The Donners' Company,Dune Entertainment,Major Studio Partners
tt0099310,11000000,112,5.2,8.151,23430766,95,3/30/2001,Comedy,Horror,Comedy,Vision PDG,Miramax,Cecchi Gori Group
tt0084412,60000000,826,5.6,10.817,127766650,110,10/5/2007,Comedy,Romance,Drama,Walt Disney Pictures,ShivHans Pictures,Big Indie Pictures
tt0092796,25000000,77,6.8,7.133,53213633,129,4/22/2011,Drama,Horror,Thriller,Century Park Pictures,Touchstone Pictures,Silver Screen Partners III
tt0871426,30000000,370,5.9,8.923,63833449,138,4/25/2008,Romance,Comedy,Drama,UK Film Council,Focus Features,Blue Sky Films
tt1194173,130000000,3705,6.1,16.621,276572938,68,8/8/2012,Drama,Drama,Horror,Walt Disney Pictures,Robert Simonds Productions,Rick Lashbrook Films
tt0018183,483103,5,8.4,1.018,1027757,104,10/31/1927,Family,Crime,Thriller,Meatball Animation,Columbia Pictures,Happy Madison Productions
tt1075417,50000000,914,5.5,11.682,106303988,120,3/12/2009,Crime,Adventure,Action,Ciné+,Cofinova 10,Région Aquitaine
tt0115433,30000000,1979,6.6,12.54,63782078,86,4/7/2011,Romance,Drama,Action,Constantin Film,Delphi Films,Jerry Weintraub Productions
tt0084628,150000000,2218,4.6,13.323,318502923,153,6/30/2010,Comedy,Comedy,Drama,Providence Entertainment,Tricor Entertainment,Truth Soul Armor
tt1222817,80000000,926,5.4,11.96,169852759,152,7/6/2011,Crime,Mystery,Thriller,Pixomondo,UFA Cinema,CinePostproduction
tt1486185,42000000,1949,5.9,12.081,89162162,121,3/11/2011,Music,Comedy,Drama,Greek Film Centre,Amanda Productions,Les Films de l'Astre
tt2107648,3768785,34,7.2,3.375,8000000,93,5/1/1950,Romance,Drama,History,Universal Pictures,Dino De Laurentiis Company,Touchstone Pictures
tt0210945,100000000,860,5.7,11.929,211989043,99,11/24/1999,Comedy,Crime,Comedy,United Artists,Eon Productions,Danjaq
tt1320261,112000000,1330,5.1,8.195,237382724,85,12/25/2010,Fantasy,Drama,Action,20th Century Fox,Rogue Pictures,Intrepid Pictures
tt0160338,145000000,3844,7.3,13.213,306941670,109,11/21/2012,Romance,Comedy,Romance,Herrick Entertainment,Circle of Confusion,Forest Park Pictures
tt0144168,13000000,131,5.8,7.678,27500000,93,8/4/1999,Action,Drama,Drama,Prairie Oyster Productions,Punch Productions,Samuel Goldwyn Company
tt0866439,40000000,886,6.3,11.131,84601681,89,5/2/2008,Romance,Drama,Action,Fanfare Films,American International Pictures (AIP),Embassy International Pictures
tt1313104,30000000,1922,6.5,10.152,63372757,125,2/7/2013,Drama,History,Romance,Tips Industries,United Artists,Eon Productions
tt0059243,12000000,116,7.5,7.231,25333333,160,7/1/1965,Adventure,Action,Thriller,Paramount,Warner Bros. Pictures,Walt Disney Productions
tt0264472,45000000,516,6.1,9.37,94935764,99,4/7/2002,Thriller,Action,Crime,Quad Productions,Chaocorp,Ten Films
tt0264150,6000000,26,6.6,3.045,12643776,80,8/23/1996,Comedy,Drama,Thriller,Screen Gems,Lakeshore Entertainment,Saturn Films
tt3026488,8000000,299,6,9.059,16856124,115,1/12/2002,Animation,Drama,Family,Luka Productions,Route One Entertainment,Sovik Global Contents Fund
tt0104928,27000000,457,5.6,9.431,56870414,94,7/15/1999,Family,Music,Animation,China Film Co-Production Corporation,Relativity Media,Alphaville Films
tt0085255,15000000,249,7.7,9.012,31559552,130,12/14/1970,Thriller,Drama,Romance,Cattleya,Babe Film,Film Commission Torino Piemonte
tt0108052,50000000,876,6,7.219,105197635,100,10/22/2010,Crime,Drama,Drama,Chernin Entertainment,Tim Burton Productions,SCOPE Pictures
tt0087781,15000000,801,6.5,10.261,31554855,119,7/25/2014,Crime,Drama,Thriller,01 Distribution,Pathé!,Lipsync Productions
tt0086366,130000000,2740,6.4,11.187,273339556,170,7/18/2003,Adventure,Thriller,Animation,Kriti Productions,Fugitive Studios,HireWorks
tt3628584,7000000,113,6.4,8.451,14702438,90,3/22/1996,Thriller,Drama,Horror,Columbia Pictures,Imagine Entertainment,Universal Pictures
tt0313911,28000000,592,5.2,11.609,58795814,115,3/14/2003,Romance,Action,Comedy,Meanwhile Films,Vaca Films,Morena Films
tt2371486,3500000,71,6.8,4.445,7339398,93,10/11/2012,Drama,Thriller,Comedy,Saban Brands,First Take Entertainment,Hobo Pictures India
tt1529235,150000000,2115,5.8,16.068,314432665,90,11/4/2005,Action,Drama,Comedy,Australian Film Finance Corporation,South Australian Film Corporation,403 Productions
tt0330702,25000000,977,6.1,7.607,52395996,89,11/20/2015,Crime,Action,Comedy,Canal+,KC Medien,Katharina
tt2978102,7000000,395,7.5,12.496,14665733,87,6/17/1982,Drama,Drama,Romance,What Else? B.V,Filmek A/S,Film4 Productions
tt0099740,135000000,1809,6.1,11.992,282570682,106,7/11/2013,Romance,Comedy,Drama,Konwiser Brothers,Oscilloscope,filmscience
tt0293662,21000000,2941,6.6,14.283,43928932,118,10/2/2002,Comedy,Drama,Comedy,Amen Ra Films,Shawn Danielle Productions Ltd.,Imaginary Forces
tt0359950,90000000,4980,7.1,13.132,188133322,101,12/18/2013,Thriller,Comedy,War,Maverick Films,Imprint Entertainment,Universal Pictures
tt1041829,50000000,2422,6.7,11.666,104478416,128,4/28/2005,Crime,Drama,Mystery,Raindog Films,TC Productions,Paramount
tt1878870,9000000,2325,7.2,12.32,18803648,107,11/18/2016,Animation,Comedy,Drama,Universal Pictures,Relativity Media,Bluegrass Films
tt3125324,7000000,249,7,6.683,14618727,89,9/10/2014,Science Fiction,Action,Adventure,Centre National de la Cinématographie,Filmstiftung Nordrhein-Westfalen,France 3 Cinéma
tt0293508,30000000,779,5.6,10.73,62616646,64,9/24/2013,Family,Comedy,Action,Euskal Irrati Telebisa (EITB),Mama Films,Nimbus Film
tt0017423,463455,15,7.5,2.301,966878,150,5/14/1926,Drama,Comedy,Romance,20th Century Fox,Inferno Pictures,Don Carmody Productions
tt1810683,5000000,184,5.7,6.175,10429707,82,3/25/2014,Comedy,Western,Comedy,Warner Bros. Pictures,SNL Studios,Paramount
tt1371150,19800000,711,6.6,10.004,41296320,108,9/10/2014,Crime,Romance,Comedy,Mysterious Arts,Sahara One Entertainment,K Sera Sera Limited
tt0425210,27000000,2314,7.5,14.543,56308881,116,2/24/2006,Crime,Thriller,Drama,No Such Productions,Jerry Bruckheimer Films,Scott Free Productions
tt0134847,6000000,100,6.7,6.303,12500000,152,8/21/1956,Horror,Action,Thriller,A&M Films,Dawn Associates,United Film Distribution Company (UFDC)
tt0780571,20000000,870,6.9,11.085,41637263,94,6/1/2007,Adventure,Animation,Family,ARD/Degeto Film,X-Filme Creative Pool,ARTE
tt0120632,178000000,8294,7.6,20.078,370541256,120,5/27/2014,Thriller,Thriller,Crime,Deutscher Filmförderfonds (DFFF),British Film Institute,BBC Films
tt1023111,20000000,1138,6.6,14.642,41627431,116,3/4/2008,Fantasy,Adventure,Action,Columbia Pictures,Victor & Grais Productions,Ion Pictures
tt1148204,20000000,2614,6.8,10.877,41596251,123,7/24/2009,Animation,Comedy,Family,S Pictures,Metro-Goldwyn-Mayer,Dune Entertainment
tt2671776,110000000,3359,5.4,14.793,228738393,114,2/16/2007,Romance,Crime,Drama,Mace Neufeld Productions,Nina Saxon Film Design,Sidney Kimmel Entertainment
tt1322269,13000000,192,5.9,7.837,27007143,109,4/24/1998,Drama,Romance,Drama,Arka Media Works,Edgar Rice Burroughs Inc.,Warner Bros. Pictures
tt0031971,531374,435,7.7,13.222,1103757,128,3/2/1939,Action,Drama,Thriller,StudioCanal,Working Title Films,Midfield Films
tt0400717,10000000,623,7.1,7.39,20766616,97,10/21/1983,Family,Science Fiction,Comedy,Canal+,Don Carmody Productions,Myriad Pictures
tt0078446,60000000,3219,7.5,18.123,124596398,92,2/5/2009,Romance,Action,Thriller,Det Danske Filminstitut,Nordisk Film,Panorama-Film
tt0145681,73000000,1672,6.7,9.217,151493655,60,11/4/1999,Comedy,Drama,Action,Kingsize Entertainment,Walt Disney Pictures,Walden Media
tt0075909,25000000,289,5.8,6.851,51842679,104,8/8/2002,Drama,Thriller,Crime,Playtone,ImageMovers,20th Century Fox
tt1922612,9000000,149,7.3,5.695,18663238,94,8/11/2011,Mystery,Horror,Action,Original Film,Phoenix Pictures,Canal+ Droits Audiovisuels
tt0090670,35000000,931,6.1,10.03,72436439,125,8/15/2008,Fantasy,Action,Comedy,United King Films,United Channel Movies,Elmer Enterprises
tt0484111,12000000,637,5.1,16.016,24829644,90,11/11/2004,Romance,Drama,Romance,People Pictures,Wintergreen Productions,Touchstone Pictures
tt2562232,25000000,198,5.4,11.227,51702483,132,9/13/1996,Adventure,Drama,Action,Mandarin Film,Mars Distribution,M6 Films
tt0385752,180000000,2730,6,16.986,372234864,90,12/4/2007,Drama,Fantasy,Animation,Smokescreen Inc.,Lionsgate,Lakeshore Entertainment
tt1787759,19000000,416,4.1,8.673,39267515,110,4/14/2003,Mystery,Thriller,Comedy,Universal Pictures,Alive Films,Koppelmann/Bandier-Carnegie Pictures
tt0066892,150000000,3528,6.4,15.424,309979994,141,1/29/2008,Fantasy,Horror,Drama,20th Century Fox,Marc Platt Productions,Metro-Goldwyn-Mayer
tt1863347,26000000,1701,7,8.927,53676580,144,8/29/2012,Crime,Drama,Fantasy,Icon Productions,CarpeDiem Film & TV,Productions 10th Ave
tt0091059,9000000,359,7,10.954,18564613,94,7/30/1986,Drama,Documentary,Drama,LStar Capital,Village Roadshow Pictures,Sony Pictures
tt0267626,20000000,203,5.9,5.356,41237648,105,10/9/2006,Science Fiction,Comedy,Drama,TSG Entertainment,Blind Wink Productions,20th Century Fox
tt0418819,970000,35,6.1,2.888,2000000,143,4/16/1975,Thriller,Comedy,Comedy,Cruise/Wagner Productions,Paramount,Lions Gate Films
tt1314715,100000000,3595,7.1,14.322,206071502,119,11/18/1999,Thriller,Crime,Romance,Scott Rudin Productions,New Line Cinema,BenderSpink
tt0141926,62000000,562,6.3,11.811,127666415,99,4/20/2000,Thriller,Drama,Romance,Walt Disney Productions,Touchstone Pictures,Ufland
tt0405821,6000000,119,6,7.182,12353768,103,4/24/2004,Adventure,Animation,Family,Mutual Film Company,TC Productions,Skydance Media
tt0186566,65000000,811,6.1,13.826,133821816,103,12/19/2014,Drama,Crime,Drama,Les Productions du Trésor,Ciné+,120 Films
tt4572792,23000000,8055,7.9,16.512,47351251,100,12/18/2013,Comedy,Drama,History,LD Entertainment,Paramount,Intermedia Films
tt0972558,1000000,49,5.4,3.17,2057193,100,9/7/1997,Comedy,Drama,Horror,Long Shot Pictures,The Weinstein Company,FilmColony
tt0120696,6500000,295,5.1,7.964,13368437,120,9/7/2006,Action,Crime,Comedy,Robert Simonds Productions,Time Productions,Columbia Pictures
tt0118607,36000000,656,7,2.152,74000000,155,12/3/1997,Thriller,Documentary,Science Fiction,Warner Bros. Pictures,Universal Pictures,Gold Circle Films
tt0018618,290000,6,7.5,1.428,596000,161,4/7/1928,Thriller,Drama,Drama,Mosaic Media Group,Warner Bros. Pictures,Keep Your Head
